id,cargoType,cargoDescription,originSido,originSigungu,destinationSido,destinationSigungu,weightTon,offeredFareKrw,loadingAt,unloadingAt,status
freight-169,GENERAL,택배상자-05,경상남도,창원시,부산광역시,강서구,4,270000,2026-08-21T12:00:00+09:00,2026-08-21T15:00:00+09:00,PENDING
freight-170,FROZEN,냉동만두-05,강원특별자치도,원주시,서울특별시,강남구,2.5,420000,2026-08-22T13:00:00+09:00,2026-08-22T17:00:00+09:00,PENDING
freight-171,CONSTRUCTION,시멘트-05,충청북도,청주시,세종특별자치시,세종시,10,160000,2026-08-13T14:00:00+09:00,2026-08-13T19:00:00+09:00,PENDING
freight-172,GENERAL,식자재상자-05,충청남도,천안시,서울특별시,송파구,3,260000,2026-08-14T04:00:00+09:00,2026-08-14T10:00:00+09:00,PENDING
freight-173,HAZARDOUS,산업용용제-05,인천광역시,중구,울산광역시,남구,8,620000,2026-08-15T05:00:00+09:00,2026-08-15T12:00:00+09:00,PENDING
freight-174,GENERAL,가구-05,전라북도,전주시,대전광역시,유성구,4,280000,2026-08-16T06:00:00+09:00,2026-08-16T14:00:00+09:00,PENDING
freight-175,GENERAL,농산물상자-05,광주광역시,광산구,전라남도,여수시,5,320000,2026-08-17T07:00:00+09:00,2026-08-17T16:00:00+09:00,PENDING
freight-176,GENERAL,포장재-05,전라남도,순천시,광주광역시,북구,2,290000,2026-08-18T08:00:00+09:00,2026-08-18T10:00:00+09:00,PENDING
freight-177,GENERAL,가전제품-05,경상북도,구미시,대구광역시,북구,3,280000,2026-08-19T09:00:00+09:00,2026-08-19T12:00:00+09:00,PENDING
freight-178,GENERAL,정밀부품-05,세종특별자치시,세종시,충청남도,아산시,2.5,160000,2026-08-20T10:00:00+09:00,2026-08-20T14:00:00+09:00,PENDING
freight-179,REFRIGERATED,냉장육-05,부산광역시,사상구,경상남도,김해시,2,200000,2026-08-21T11:00:00+09:00,2026-08-21T16:00:00+09:00,PENDING
freight-180,GENERAL,의류-05,경기도,고양시,서울특별시,마포구,1.5,170000,2026-08-22T12:00:00+09:00,2026-08-22T18:00:00+09:00,PENDING
freight-181,REFRIGERATED,신선식품-06,서울특별시,송파구,부산광역시,강서구,5.5,720000,2026-08-13T14:00:00+09:00,2026-08-13T21:00:00+09:00,PENDING
freight-182,GENERAL,생활용품-06,서울특별시,송파구,부산광역시,강서구,5.5,730000,2026-08-14T04:00:00+09:00,2026-08-14T12:00:00+09:00,PENDING
freight-183,GENERAL,전자부품-06,서울특별시,강동구,부산광역시,강서구,4.5,780000,2026-08-15T05:00:00+09:00,2026-08-15T14:00:00+09:00,PENDING
freight-184,FROZEN,냉동수산물-06,서울특별시,강남구,부산광역시,해운대구,4.5,520000,2026-08-16T06:00:00+09:00,2026-08-16T08:00:00+09:00,PENDING
freight-185,GENERAL,포장박스-06,서울특별시,마포구,인천광역시,부평구,1.5,120000,2026-08-17T07:00:00+09:00,2026-08-17T10:00:00+09:00,PENDING
freight-186,GENERAL,기계부품-06,경기도,수원시,서울특별시,송파구,3,300000,2026-08-18T08:00:00+09:00,2026-08-18T12:00:00+09:00,PENDING
freight-187,CONSTRUCTION,철근-06,경기도,화성시,충청남도,당진시,11.5,300000,2026-08-19T09:00:00+09:00,2026-08-19T14:00:00+09:00,PENDING
freight-188,GENERAL,공산품-06,인천광역시,서구,대전광역시,유성구,4,380000,2026-08-20T10:00:00+09:00,2026-08-20T16:00:00+09:00,PENDING
freight-189,REFRIGERATED,신선채소-06,경기도,평택시,부산광역시,사상구,5.5,700000,2026-08-21T11:00:00+09:00,2026-08-21T18:00:00+09:00,PENDING
freight-190,GENERAL,자동차부품-06,대전광역시,유성구,경기도,수원시,4.5,480000,2026-08-22T12:00:00+09:00,2026-08-22T20:00:00+09:00,PENDING
freight-191,GENERAL,산업자재-06,울산광역시,남구,대구광역시,달서구,3.5,200000,2026-08-13T13:00:00+09:00,2026-08-13T22:00:00+09:00,PENDING
freight-192,REFRIGERATED,과일-06,대구광역시,달서구,경상북도,포항시,2.5,220000,2026-08-14T14:00:00+09:00,2026-08-14T16:00:00+09:00,PENDING
freight-193,GENERAL,택배상자-06,경상남도,창원시,부산광역시,강서구,4.5,220000,2026-08-15T04:00:00+09:00,2026-08-15T07:00:00+09:00,PENDING
freight-194,FROZEN,냉동만두-06,강원특별자치도,원주시,서울특별시,강남구,3,340000,2026-08-16T05:00:00+09:00,2026-08-16T09:00:00+09:00,PENDING
freight-195,CONSTRUCTION,시멘트-06,충청북도,청주시,세종특별자치시,세종시,10.5,230000,2026-08-17T06:00:00+09:00,2026-08-17T11:00:00+09:00,PENDING
freight-196,GENERAL,식자재상자-06,충청남도,천안시,서울특별시,송파구,3.5,360000,2026-08-18T07:00:00+09:00,2026-08-18T13:00:00+09:00,PENDING
freight-197,HAZARDOUS,산업용용제-06,인천광역시,중구,울산광역시,남구,8.5,850000,2026-08-19T08:00:00+09:00,2026-08-19T15:00:00+09:00,PENDING
freight-198,GENERAL,가구-06,전라북도,전주시,대전광역시,유성구,4.5,200000,2026-08-20T09:00:00+09:00,2026-08-20T17:00:00+09:00,PENDING
freight-199,GENERAL,농산물상자-06,광주광역시,광산구,전라남도,여수시,5.5,250000,2026-08-21T10:00:00+09:00,2026-08-21T19:00:00+09:00,PENDING
freight-200,GENERAL,포장재-06,전라남도,순천시,광주광역시,북구,2.5,230000,2026-08-22T11:00:00+09:00,2026-08-22T13:00:00+09:00,PENDING
freight-201,GENERAL,가전제품-06,경상북도,구미시,대구광역시,북구,3.5,230000,2026-08-13T12:00:00+09:00,2026-08-13T15:00:00+09:00,PENDING
freight-202,GENERAL,정밀부품-06,세종특별자치시,세종시,충청남도,아산시,3,230000,2026-08-14T13:00:00+09:00,2026-08-14T17:00:00+09:00,PENDING
freight-203,REFRIGERATED,냉장육-06,부산광역시,사상구,경상남도,김해시,2.5,270000,2026-08-15T14:00:00+09:00,2026-08-15T19:00:00+09:00,PENDING
freight-204,GENERAL,의류-06,경기도,고양시,서울특별시,마포구,2,240000,2026-08-16T04:00:00+09:00,2026-08-16T10:00:00+09:00,PENDING
freight-205,REFRIGERATED,신선식품-07,서울특별시,송파구,부산광역시,강서구,4.5,560000,2026-08-17T06:00:00+09:00,2026-08-17T13:00:00+09:00,PENDING
freight-206,GENERAL,생활용품-07,서울특별시,송파구,부산광역시,강서구,4.5,580000,2026-08-18T07:00:00+09:00,2026-08-18T15:00:00+09:00,PENDING
freight-207,GENERAL,전자부품-07,서울특별시,강동구,부산광역시,강서구,3.5,620000,2026-08-19T08:00:00+09:00,2026-08-19T17:00:00+09:00,PENDING
freight-208,FROZEN,냉동수산물-07,서울특별시,강남구,부산광역시,해운대구,3.5,760000,2026-08-20T09:00:00+09:00,2026-08-20T11:00:00+09:00,PENDING
freight-209,GENERAL,포장박스-07,서울특별시,마포구,인천광역시,부평구,0.5,170000,2026-08-21T10:00:00+09:00,2026-08-21T13:00:00+09:00,PENDING
freight-210,GENERAL,기계부품-07,경기도,수원시,서울특별시,송파구,2,410000,2026-08-22T11:00:00+09:00,2026-08-22T15:00:00+09:00,PENDING
freight-211,CONSTRUCTION,철근-07,경기도,화성시,충청남도,당진시,10.5,220000,2026-08-13T12:00:00+09:00,2026-08-13T17:00:00+09:00,PENDING
freight-212,GENERAL,공산품-07,인천광역시,서구,대전광역시,유성구,3,300000,2026-08-14T13:00:00+09:00,2026-08-14T19:00:00+09:00,PENDING
freight-213,REFRIGERATED,신선채소-07,경기도,평택시,부산광역시,사상구,4.5,560000,2026-08-15T14:00:00+09:00,2026-08-15T21:00:00+09:00,PENDING
freight-214,GENERAL,자동차부품-07,대전광역시,유성구,경기도,수원시,3.5,390000,2026-08-16T04:00:00+09:00,2026-08-16T12:00:00+09:00,PENDING
freight-215,GENERAL,산업자재-07,울산광역시,남구,대구광역시,달서구,2.5,300000,2026-08-17T05:00:00+09:00,2026-08-17T14:00:00+09:00,PENDING
freight-216,REFRIGERATED,과일-07,대구광역시,달서구,경상북도,포항시,1.5,300000,2026-08-18T06:00:00+09:00,2026-08-18T08:00:00+09:00,PENDING
freight-217,GENERAL,택배상자-07,경상남도,창원시,부산광역시,강서구,3.5,300000,2026-08-19T07:00:00+09:00,2026-08-19T10:00:00+09:00,PENDING
freight-218,FROZEN,냉동만두-07,강원특별자치도,원주시,서울특별시,강남구,2,240000,2026-08-20T08:00:00+09:00,2026-08-20T12:00:00+09:00,PENDING
freight-219,CONSTRUCTION,시멘트-07,충청북도,청주시,세종특별자치시,세종시,9.5,180000,2026-08-21T09:00:00+09:00,2026-08-21T14:00:00+09:00,PENDING
freight-220,GENERAL,식자재상자-07,충청남도,천안시,서울특별시,송파구,2.5,280000,2026-08-22T10:00:00+09:00,2026-08-22T16:00:00+09:00,PENDING
freight-221,HAZARDOUS,산업용용제-07,인천광역시,중구,울산광역시,남구,7.5,680000,2026-08-13T11:00:00+09:00,2026-08-13T18:00:00+09:00,PENDING
freight-222,GENERAL,가구-07,전라북도,전주시,대전광역시,유성구,3.5,300000,2026-08-14T12:00:00+09:00,2026-08-14T20:00:00+09:00,PENDING
freight-223,GENERAL,농산물상자-07,광주광역시,광산구,전라남도,여수시,4.5,350000,2026-08-15T13:00:00+09:00,2026-08-15T22:00:00+09:00,PENDING
freight-224,GENERAL,포장재-07,전라남도,순천시,광주광역시,북구,1.5,320000,2026-08-16T14:00:00+09:00,2026-08-16T16:00:00+09:00,PENDING
freight-225,GENERAL,가전제품-07,경상북도,구미시,대구광역시,북구,2.5,160000,2026-08-17T04:00:00+09:00,2026-08-17T07:00:00+09:00,PENDING
freight-226,GENERAL,정밀부품-07,세종특별자치시,세종시,충청남도,아산시,2,180000,2026-08-18T05:00:00+09:00,2026-08-18T09:00:00+09:00,PENDING
freight-227,REFRIGERATED,냉장육-07,부산광역시,사상구,경상남도,김해시,1.5,220000,2026-08-19T06:00:00+09:00,2026-08-19T11:00:00+09:00,PENDING
freight-228,GENERAL,의류-07,경기도,고양시,서울특별시,마포구,1,190000,2026-08-20T07:00:00+09:00,2026-08-20T13:00:00+09:00,PENDING
freight-229,REFRIGERATED,신선식품-08,서울특별시,송파구,부산광역시,강서구,5,780000,2026-08-21T09:00:00+09:00,2026-08-21T16:00:00+09:00,PENDING
freight-230,GENERAL,생활용품-08,서울특별시,송파구,부산광역시,강서구,5,800000,2026-08-22T10:00:00+09:00,2026-08-22T18:00:00+09:00,PENDING
freight-231,GENERAL,전자부품-08,서울특별시,강동구,부산광역시,강서구,4,450000,2026-08-13T11:00:00+09:00,2026-08-13T20:00:00+09:00,PENDING
freight-232,FROZEN,냉동수산물-08,서울특별시,강남구,부산광역시,해운대구,4,590000,2026-08-14T12:00:00+09:00,2026-08-14T14:00:00+09:00,PENDING
freight-233,GENERAL,포장박스-08,서울특별시,마포구,인천광역시,부평구,1,140000,2026-08-15T13:00:00+09:00,2026-08-15T16:00:00+09:00,PENDING
freight-234,GENERAL,기계부품-08,경기도,수원시,서울특별시,송파구,2.5,330000,2026-08-16T14:00:00+09:00,2026-08-16T18:00:00+09:00,PENDING
freight-235,CONSTRUCTION,철근-08,경기도,화성시,충청남도,당진시,11,320000,2026-08-17T04:00:00+09:00,2026-08-17T09:00:00+09:00,PENDING
freight-236,GENERAL,공산품-08,인천광역시,서구,대전광역시,유성구,3.5,410000,2026-08-18T05:00:00+09:00,2026-08-18T11:00:00+09:00,PENDING
freight-237,REFRIGERATED,신선채소-08,경기도,평택시,부산광역시,사상구,5,770000,2026-08-19T06:00:00+09:00,2026-08-19T13:00:00+09:00,PENDING
freight-238,GENERAL,자동차부품-08,대전광역시,유성구,경기도,수원시,4,280000,2026-08-20T07:00:00+09:00,2026-08-20T15:00:00+09:00,PENDING
freight-239,GENERAL,산업자재-08,울산광역시,남구,대구광역시,달서구,3,230000,2026-08-21T08:00:00+09:00,2026-08-21T17:00:00+09:00,PENDING
freight-240,REFRIGERATED,과일-08,대구광역시,달서구,경상북도,포항시,2,240000,2026-08-22T09:00:00+09:00,2026-08-22T11:00:00+09:00,PENDING
freight-241,GENERAL,택배상자-08,경상남도,창원시,부산광역시,강서구,4,240000,2026-08-13T10:00:00+09:00,2026-08-13T13:00:00+09:00,PENDING
freight-242,FROZEN,냉동만두-08,강원특별자치도,원주시,서울특별시,강남구,2.5,360000,2026-08-14T11:00:00+09:00,2026-08-14T15:00:00+09:00,PENDING
freight-243,CONSTRUCTION,시멘트-08,충청북도,청주시,세종특별자치시,세종시,10,250000,2026-08-15T12:00:00+09:00,2026-08-15T17:00:00+09:00,PENDING
freight-244,GENERAL,식자재상자-08,충청남도,천안시,서울특별시,송파구,3,390000,2026-08-16T13:00:00+09:00,2026-08-16T19:00:00+09:00,PENDING
freight-245,HAZARDOUS,산업용용제-08,인천광역시,중구,울산광역시,남구,8,490000,2026-08-17T14:00:00+09:00,2026-08-17T21:00:00+09:00,PENDING
freight-246,GENERAL,가구-08,전라북도,전주시,대전광역시,유성구,4,230000,2026-08-18T04:00:00+09:00,2026-08-18T12:00:00+09:00,PENDING
freight-247,GENERAL,농산물상자-08,광주광역시,광산구,전라남도,여수시,5,280000,2026-08-19T05:00:00+09:00,2026-08-19T14:00:00+09:00,PENDING
freight-248,GENERAL,포장재-08,전라남도,순천시,광주광역시,북구,2,250000,2026-08-20T06:00:00+09:00,2026-08-20T08:00:00+09:00,PENDING
freight-249,GENERAL,가전제품-08,경상북도,구미시,대구광역시,북구,3,240000,2026-08-21T07:00:00+09:00,2026-08-21T10:00:00+09:00,PENDING
freight-250,GENERAL,정밀부품-08,세종특별자치시,세종시,충청남도,아산시,2.5,250000,2026-08-22T08:00:00+09:00,2026-08-22T12:00:00+09:00,PENDING
freight-251,REFRIGERATED,냉장육-08,부산광역시,사상구,경상남도,김해시,2,300000,2026-08-13T09:00:00+09:00,2026-08-13T14:00:00+09:00,PENDING
freight-252,GENERAL,의류-08,경기도,고양시,서울특별시,마포구,1.5,140000,2026-08-14T10:00:00+09:00,2026-08-14T16:00:00+09:00,PENDING
freight-253,REFRIGERATED,신선식품-09,서울특별시,송파구,부산광역시,강서구,5.5,620000,2026-08-15T12:00:00+09:00,2026-08-15T19:00:00+09:00,PENDING
freight-254,GENERAL,생활용품-09,서울특별시,송파구,부산광역시,강서구,5.5,640000,2026-08-16T13:00:00+09:00,2026-08-16T21:00:00+09:00,PENDING
freight-255,GENERAL,전자부품-09,서울특별시,강동구,부산광역시,강서구,4.5,660000,2026-08-17T14:00:00+09:00,2026-08-17T23:00:00+09:00,PENDING
freight-256,FROZEN,냉동수산물-09,서울특별시,강남구,부산광역시,해운대구,4.5,820000,2026-08-18T04:00:00+09:00,2026-08-18T06:00:00+09:00,PENDING
freight-257,GENERAL,포장박스-09,서울특별시,마포구,인천광역시,부평구,1.5,190000,2026-08-19T05:00:00+09:00,2026-08-19T08:00:00+09:00,PENDING
freight-258,GENERAL,기계부품-09,경기도,수원시,서울특별시,송파구,3,240000,2026-08-20T06:00:00+09:00,2026-08-20T10:00:00+09:00,PENDING
freight-259,CONSTRUCTION,철근-09,경기도,화성시,충청남도,당진시,11.5,250000,2026-08-21T07:00:00+09:00,2026-08-21T12:00:00+09:00,PENDING
freight-260,GENERAL,공산품-09,인천광역시,서구,대전광역시,유성구,4,330000,2026-08-22T08:00:00+09:00,2026-08-22T14:00:00+09:00,PENDING
freight-261,REFRIGERATED,신선채소-09,경기도,평택시,부산광역시,사상구,5.5,610000,2026-08-13T09:00:00+09:00,2026-08-13T16:00:00+09:00,PENDING
freight-262,GENERAL,자동차부품-09,대전광역시,유성구,경기도,수원시,4.5,410000,2026-08-14T10:00:00+09:00,2026-08-14T18:00:00+09:00,PENDING
freight-263,GENERAL,산업자재-09,울산광역시,남구,대구광역시,달서구,3.5,320000,2026-08-15T11:00:00+09:00,2026-08-15T20:00:00+09:00,PENDING
freight-264,REFRIGERATED,과일-09,대구광역시,달서구,경상북도,포항시,2.5,330000,2026-08-16T12:00:00+09:00,2026-08-16T14:00:00+09:00,PENDING
freight-265,GENERAL,택배상자-09,경상남도,창원시,부산광역시,강서구,4.5,170000,2026-08-17T13:00:00+09:00,2026-08-17T16:00:00+09:00,PENDING
freight-266,FROZEN,냉동만두-09,강원특별자치도,원주시,서울특별시,강남구,3,280000,2026-08-18T14:00:00+09:00,2026-08-18T18:00:00+09:00,PENDING
freight-267,CONSTRUCTION,시멘트-09,충청북도,청주시,세종특별자치시,세종시,10.5,200000,2026-08-19T04:00:00+09:00,2026-08-19T09:00:00+09:00,PENDING
freight-268,GENERAL,식자재상자-09,충청남도,천안시,서울특별시,송파구,3.5,310000,2026-08-20T05:00:00+09:00,2026-08-20T11:00:00+09:00,PENDING
freight-269,HAZARDOUS,산업용용제-09,인천광역시,중구,울산광역시,남구,8.5,720000,2026-08-21T06:00:00+09:00,2026-08-21T13:00:00+09:00,PENDING
freight-270,GENERAL,가구-09,전라북도,전주시,대전광역시,유성구,4.5,320000,2026-08-22T07:00:00+09:00,2026-08-22T15:00:00+09:00,PENDING
freight-271,GENERAL,농산물상자-09,광주광역시,광산구,전라남도,여수시,5.5,380000,2026-08-13T08:00:00+09:00,2026-08-13T17:00:00+09:00,PENDING
freight-272,GENERAL,포장재-09,전라남도,순천시,광주광역시,북구,2.5,180000,2026-08-14T09:00:00+09:00,2026-08-14T11:00:00+09:00,PENDING
freight-273,GENERAL,가전제품-09,경상북도,구미시,대구광역시,북구,3.5,190000,2026-08-15T10:00:00+09:00,2026-08-15T13:00:00+09:00,PENDING
freight-274,GENERAL,정밀부품-09,세종특별자치시,세종시,충청남도,아산시,3,200000,2026-08-16T11:00:00+09:00,2026-08-16T15:00:00+09:00,PENDING
freight-275,REFRIGERATED,냉장육-09,부산광역시,사상구,경상남도,김해시,2.5,240000,2026-08-17T12:00:00+09:00,2026-08-17T17:00:00+09:00,PENDING
freight-276,GENERAL,의류-09,경기도,고양시,서울특별시,마포구,2,200000,2026-08-18T13:00:00+09:00,2026-08-18T19:00:00+09:00,PENDING
freight-277,REFRIGERATED,신선식품-10,서울특별시,송파구,부산광역시,강서구,4.5,850000,2026-08-19T04:00:00+09:00,2026-08-19T11:00:00+09:00,PENDING
freight-278,GENERAL,생활용품-10,서울특별시,송파구,부산광역시,강서구,4.5,460000,2026-08-20T05:00:00+09:00,2026-08-20T13:00:00+09:00,PENDING
freight-279,GENERAL,전자부품-10,서울특별시,강동구,부산광역시,강서구,3.5,510000,2026-08-21T06:00:00+09:00,2026-08-21T15:00:00+09:00,PENDING
freight-280,FROZEN,냉동수산물-10,서울특별시,강남구,부산광역시,해운대구,3.5,650000,2026-08-22T07:00:00+09:00,2026-08-22T09:00:00+09:00,PENDING
freight-281,GENERAL,포장박스-10,서울특별시,마포구,인천광역시,부평구,0.5,150000,2026-08-13T08:00:00+09:00,2026-08-13T11:00:00+09:00,PENDING
freight-282,GENERAL,기계부품-10,경기도,수원시,서울특별시,송파구,2,350000,2026-08-14T09:00:00+09:00,2026-08-14T13:00:00+09:00,PENDING
freight-283,CONSTRUCTION,철근-10,경기도,화성시,충청남도,당진시,10.5,350000,2026-08-15T10:00:00+09:00,2026-08-15T15:00:00+09:00,PENDING
freight-284,GENERAL,공산품-10,인천광역시,서구,대전광역시,유성구,3,450000,2026-08-16T11:00:00+09:00,2026-08-16T17:00:00+09:00,PENDING
freight-285,REFRIGERATED,신선채소-10,경기도,평택시,부산광역시,사상구,4.5,440000,2026-08-17T12:00:00+09:00,2026-08-17T19:00:00+09:00,PENDING
freight-286,GENERAL,자동차부품-10,대전광역시,유성구,경기도,수원시,3.5,320000,2026-08-18T13:00:00+09:00,2026-08-18T21:00:00+09:00,PENDING
freight-287,GENERAL,산업자재-10,울산광역시,남구,대구광역시,달서구,2.5,260000,2026-08-19T14:00:00+09:00,2026-08-19T23:00:00+09:00,PENDING
freight-288,REFRIGERATED,과일-10,대구광역시,달서구,경상북도,포항시,1.5,260000,2026-08-20T04:00:00+09:00,2026-08-20T06:00:00+09:00,PENDING
freight-289,GENERAL,택배상자-10,경상남도,창원시,부산광역시,강서구,3.5,250000,2026-08-21T05:00:00+09:00,2026-08-21T08:00:00+09:00,PENDING
freight-290,FROZEN,냉동만두-10,강원특별자치도,원주시,서울특별시,강남구,2,390000,2026-08-22T06:00:00+09:00,2026-08-22T10:00:00+09:00,PENDING
freight-291,CONSTRUCTION,시멘트-10,충청북도,청주시,세종특별자치시,세종시,9.5,270000,2026-08-13T07:00:00+09:00,2026-08-13T12:00:00+09:00,PENDING
freight-292,GENERAL,식자재상자-10,충청남도,천안시,서울특별시,송파구,2.5,220000,2026-08-14T08:00:00+09:00,2026-08-14T14:00:00+09:00,PENDING
freight-293,HAZARDOUS,산업용용제-10,인천광역시,중구,울산광역시,남구,7.5,560000,2026-08-15T09:00:00+09:00,2026-08-15T16:00:00+09:00,PENDING
freight-294,GENERAL,가구-10,전라북도,전주시,대전광역시,유성구,3.5,260000,2026-08-16T10:00:00+09:00,2026-08-16T18:00:00+09:00,PENDING
freight-295,GENERAL,농산물상자-10,광주광역시,광산구,전라남도,여수시,4.5,300000,2026-08-17T11:00:00+09:00,2026-08-17T20:00:00+09:00,PENDING
freight-296,GENERAL,포장재-10,전라남도,순천시,광주광역시,북구,1.5,270000,2026-08-18T12:00:00+09:00,2026-08-18T14:00:00+09:00,PENDING
freight-297,GENERAL,가전제품-10,경상북도,구미시,대구광역시,북구,2.5,260000,2026-08-19T13:00:00+09:00,2026-08-19T16:00:00+09:00,PENDING
freight-298,GENERAL,정밀부품-10,세종특별자치시,세종시,충청남도,아산시,2,270000,2026-08-20T14:00:00+09:00,2026-08-20T18:00:00+09:00,PENDING
freight-299,REFRIGERATED,냉장육-10,부산광역시,사상구,경상남도,김해시,1.5,170000,2026-08-21T04:00:00+09:00,2026-08-21T09:00:00+09:00,PENDING
freight-300,GENERAL,의류-10,경기도,고양시,서울특별시,마포구,1,160000,2026-08-22T05:00:00+09:00,2026-08-22T11:00:00+09:00,PENDING
freight-301,REFRIGERATED,신선식품-11,서울특별시,송파구,부산광역시,강서구,5,680000,2026-08-13T07:00:00+09:00,2026-08-13T14:00:00+09:00,PENDING
freight-302,GENERAL,생활용품-11,서울특별시,송파구,부산광역시,강서구,5,680000,2026-08-14T08:00:00+09:00,2026-08-14T16:00:00+09:00,PENDING
freight-303,GENERAL,전자부품-11,서울특별시,강동구,부산광역시,강서구,4,710000,2026-08-15T09:00:00+09:00,2026-08-15T18:00:00+09:00,PENDING
freight-304,FROZEN,냉동수산물-11,서울특별시,강남구,부산광역시,해운대구,4,900000,2026-08-16T10:00:00+09:00,2026-08-16T12:00:00+09:00,PENDING
freight-305,GENERAL,포장박스-11,서울특별시,마포구,인천광역시,부평구,1,110000,2026-08-17T11:00:00+09:00,2026-08-17T14:00:00+09:00,PENDING
freight-306,GENERAL,기계부품-11,경기도,수원시,서울특별시,송파구,2.5,270000,2026-08-18T12:00:00+09:00,2026-08-18T16:00:00+09:00,PENDING
freight-307,CONSTRUCTION,철근-11,경기도,화성시,충청남도,당진시,11,280000,2026-08-19T13:00:00+09:00,2026-08-19T18:00:00+09:00,PENDING
freight-308,GENERAL,공산품-11,인천광역시,서구,대전광역시,유성구,3.5,360000,2026-08-20T14:00:00+09:00,2026-08-20T20:00:00+09:00,PENDING
freight-309,REFRIGERATED,신선채소-11,경기도,평택시,부산광역시,사상구,5,650000,2026-08-21T04:00:00+09:00,2026-08-21T11:00:00+09:00,PENDING
freight-310,GENERAL,자동차부품-11,대전광역시,유성구,경기도,수원시,4,440000,2026-08-22T05:00:00+09:00,2026-08-22T13:00:00+09:00,PENDING
freight-311,GENERAL,산업자재-11,울산광역시,남구,대구광역시,달서구,3,350000,2026-08-13T06:00:00+09:00,2026-08-13T15:00:00+09:00,PENDING
freight-312,REFRIGERATED,과일-11,대구광역시,달서구,경상북도,포항시,2,190000,2026-08-14T07:00:00+09:00,2026-08-14T09:00:00+09:00,PENDING
freight-313,GENERAL,택배상자-11,경상남도,창원시,부산광역시,강서구,4,200000,2026-08-15T08:00:00+09:00,2026-08-15T11:00:00+09:00,PENDING
freight-314,FROZEN,냉동만두-11,강원특별자치도,원주시,서울특별시,강남구,2.5,310000,2026-08-16T09:00:00+09:00,2026-08-16T13:00:00+09:00,PENDING
freight-315,CONSTRUCTION,시멘트-11,충청북도,청주시,세종특별자치시,세종시,10,220000,2026-08-17T10:00:00+09:00,2026-08-17T15:00:00+09:00,PENDING
freight-316,GENERAL,식자재상자-11,충청남도,천안시,서울특별시,송파구,3,330000,2026-08-18T11:00:00+09:00,2026-08-18T17:00:00+09:00,PENDING
freight-317,HAZARDOUS,산업용용제-11,인천광역시,중구,울산광역시,남구,8,780000,2026-08-19T12:00:00+09:00,2026-08-19T19:00:00+09:00,PENDING
freight-318,GENERAL,가구-11,전라북도,전주시,대전광역시,유성구,4,350000,2026-08-20T13:00:00+09:00,2026-08-20T21:00:00+09:00,PENDING
freight-319,GENERAL,농산물상자-11,광주광역시,광산구,전라남도,여수시,5,220000,2026-08-21T14:00:00+09:00,2026-08-21T23:00:00+09:00,PENDING
freight-320,GENERAL,포장재-11,전라남도,순천시,광주광역시,북구,2,210000,2026-08-22T04:00:00+09:00,2026-08-22T06:00:00+09:00,PENDING
freight-321,GENERAL,가전제품-11,경상북도,구미시,대구광역시,북구,3,210000,2026-08-13T05:00:00+09:00,2026-08-13T08:00:00+09:00,PENDING
freight-322,GENERAL,정밀부품-11,세종특별자치시,세종시,충청남도,아산시,2.5,220000,2026-08-14T06:00:00+09:00,2026-08-14T10:00:00+09:00,PENDING
freight-323,REFRIGERATED,냉장육-11,부산광역시,사상구,경상남도,김해시,2,250000,2026-08-15T07:00:00+09:00,2026-08-15T12:00:00+09:00,PENDING
freight-324,GENERAL,의류-11,경기도,고양시,서울특별시,마포구,1.5,220000,2026-08-16T08:00:00+09:00,2026-08-16T14:00:00+09:00,PENDING
freight-325,REFRIGERATED,신선식품-12,서울특별시,송파구,부산광역시,강서구,5.5,490000,2026-08-17T10:00:00+09:00,2026-08-17T17:00:00+09:00,PENDING
freight-326,GENERAL,생활용품-12,서울특별시,송파구,부산광역시,강서구,5.5,530000,2026-08-18T11:00:00+09:00,2026-08-18T19:00:00+09:00,PENDING
freight-327,GENERAL,전자부품-12,서울특별시,강동구,부산광역시,강서구,4.5,570000,2026-08-19T12:00:00+09:00,2026-08-19T21:00:00+09:00,PENDING
freight-328,FROZEN,냉동수산물-12,서울특별시,강남구,부산광역시,해운대구,4.5,710000,2026-08-20T13:00:00+09:00,2026-08-20T15:00:00+09:00,PENDING
freight-329,GENERAL,포장박스-12,서울특별시,마포구,인천광역시,부평구,1.5,160000,2026-08-21T14:00:00+09:00,2026-08-21T17:00:00+09:00,PENDING
freight-330,GENERAL,기계부품-12,경기도,수원시,서울특별시,송파구,3,380000,2026-08-22T04:00:00+09:00,2026-08-22T08:00:00+09:00,PENDING
freight-331,CONSTRUCTION,철근-12,경기도,화성시,충청남도,당진시,11.5,380000,2026-08-13T05:00:00+09:00,2026-08-13T10:00:00+09:00,PENDING
freight-332,GENERAL,공산품-12,인천광역시,서구,대전광역시,유성구,4,260000,2026-08-14T06:00:00+09:00,2026-08-14T12:00:00+09:00,PENDING
freight-333,REFRIGERATED,신선채소-12,경기도,평택시,부산광역시,사상구,5.5,510000,2026-08-15T07:00:00+09:00,2026-08-15T14:00:00+09:00,PENDING
freight-334,GENERAL,자동차부품-12,대전광역시,유성구,경기도,수원시,4.5,350000,2026-08-16T08:00:00+09:00,2026-08-16T16:00:00+09:00,PENDING
freight-335,GENERAL,산업자재-12,울산광역시,남구,대구광역시,달서구,3.5,280000,2026-08-17T09:00:00+09:00,2026-08-17T18:00:00+09:00,PENDING
